Tweet,Num_Favorites,Num_Retweets,Num_Followers,Created_At,id
"Gangs in the Rio de Janeiro favelas have enforced a lockdown from 8pm tonight. The statement reads: ""If the government won't do the right thing, organised crime will"" https://t.co/dK0wtAR3KA",93115,39016,5179,2020-03-23 19:39:58,1242174265547468803
"“They said my pubes look like Jamal Murray’s” 

@CJMcCollum is wild for that 🤣🤣🤣

 https://t.co/oltyWQQumi",63502,14489,289059,2020-03-23 20:06:37,1242180976115097601
"Millennials. Aren't. Going. On. Spring. Break. 
We. Are. Too. Old. 
That. Is. Gen. Z.",291432,43391,36590,2020-03-23 20:54:52,1242193117689917440
"Trump refused to take the threat of the coronavirus seriously, now he won’t take responsibility as his administration has been totally unprepared for this crisis. https://t.co/Jdh1GY9HHS",102592,80245,47952,2020-03-23 20:58:00,1242193904553865216
"One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think? 🙌 https://t.co/Brl6omumf4",186675,24549,7851282,2020-03-23 21:03:03,1242195174257819651
"Cash relief to the people.
No corporate welfare.",94672,17988,426186,2020-03-23 21:15:41,1242198353993236491
"If I did this every person in media would be blowing me up and going nuts but we all know that won’t happen here don’t we?

The media wouldn’t even think of criticizing Nancy Pelosi’s daughter. It’s their job to protect her not question her. https://t.co/xVnWeN0mvL",22327,9387,4697939,2020-03-23 21:20:57,1242199681687486464
"It is very important that we totally protect our Asian American community in the United States, and all around the world. They are amazing people, and the spreading of the Virus....",193553,35845,75463740,2020-03-23 21:31:19,1242202290393677829
"It seems to me that by holding nightly press briefings at 6 PM, Trump has effectively co-opted nightly network news broadcasts, substituting his own take on the situation. Which is, let us face it, fakespeak.",68965,11138,5804600,2020-03-23 21:35:27,1242203331180855296
"Nancy Pelosi's virus bill is filled with an insane grab bag of Democrat priorities:

—$15/hr minimum wage
—Same day voter registration
—ZERO ID requirements for mail-in ballots
—Automatic extensions for immigrant work visas

What does that have to do with fighting this virus?

🤔",73425,32070,1739615,2020-03-23 21:47:29,1242206358658633728
LIVE: Press Briefing with Coronavirus Task Force https://t.co/Ciwe6T4Dr2,27169,9030,21114682,2020-03-23 22:08:41,1242211691649052672
"This is sick &amp; twisted. Rand has contracted coronavirus; in 2017, in a violent criminal attack, he suffered 6 broken ribs, pneumonia &amp; had part of his lung removed—all of which puts him at much greater risk from this deadly virus—and you’re siding w/ the attacker? #LoveEachOther https://t.co/YiE7wGW2UD",34927,12060,3651188,2020-03-23 23:08:55,1242226851705225217
"Another important message from an important celebrity. Let’s spread the word not the virus. I happily nominate, @stevenpage @Sethrogen and @TerryR49776917 #PlankTheCurve #StayAtHomeSaveLives https://t.co/IRJNI9Y6G9",107024,19639,15716277,2020-03-23 23:49:48,1242237138239881216
How sports companies looking for stuff to post 🤣🏀😭 https://t.co/P3CsLLd9RD,114307,38016,561063,2020-03-24 00:24:15,1242245809082716160
"Fr. Giuseppe Berardelli, a 72-year-old priest who gave a respirator (that his parishioners had purchased for him), to a younger patient (whom he did not know), has died from #coronavirus. 

""Greater love has no person..."" (Jn 15:13) 

https://t.co/qXQ6knoE6n via @Araberara https://t.co/uKxRNghire",31082,9984,266082,2020-03-24 00:37:24,1242249120489897986
"If it were possible to wave a magic wand and make all Americans freeze in place, 6 feet apart, for 14 days, epidemiologists say, the coronavirus would come to a halt in the U.S.

There is no magic wand. We must take these harsh steps instead, experts say 👇https://t.co/Mn2lMJvh40",19742,9761,45883045,2020-03-24 00:42:34,1242250420879319040
Holding the bill hostage to the unrelated wishlist items Democrats are trying to stuff into it is the most cynical thing I’ve seen since the character assassination of Brett Kavanaugh.  https://t.co/hIJanQoCzo,32861,12627,1165050,2020-03-24 00:52:35,1242252939957239810
"As a former secretary of labor, I can tell you that we shouldn't be talking about stimulating the economy or going back to work.

We should be talking about shutting down the economy and keeping people home, with enough money so they can pay their bills.

THREAD.",110232,29534,826133,2020-03-24 01:06:50,1242256526254829568
A person from Yunnan Province died while on his way back to Shandong Province for work on a chartered bus on Monday. He was tested positive for #hantavirus. Other 32 people on bus were tested. https://t.co/SXzBpWmHvW,25333,20268,1702816,2020-03-24 01:12:09,1242257863185063937
"me on day 65,345 of quarantine https://t.co/JSrqR7gGww",205527,62355,33282,2020-03-24 01:53:19,1242268225611522049
"I used to be so good at talking to my phone, I don’t know what happened, but here’s a message for you guys. I love ya as always. Stay well, best you can! X https://t.co/CPK0T8k7u5",73234,15298,6348718,2020-03-24 02:07:41,1242271840942186498
"This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place. 
This is The Bad Place.
This is The Bad Place.
This is The Bad Place.
This is The Bad Place.",274213,59421,1093100,2020-03-24 02:21:11,1242275239016271872
"....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to China (and Europe) very early, long before it was considered acceptable to do so. Sleepy Joe said I was “xenophobic”, but I saved thousands of lives! Fake News!",74229,15310,75463741,2020-03-24 02:44:49,1242281185084149762
"Reported coronavirus cases:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
3/19: 13,229
3/20: 18,763
3/21: 25,740
3/22: 34,276
Now: 42,663",23711,12664,57080,2020-03-24 02:46:38,1242281640052830208
"I’m at a Texas BBQ joint that may  not make it. Democrats tanked the rescue package that would help them, and millions like them.

Do not let them get away with this. Do not be silent. https://t.co/6gWIN8Fvfy",47744,18472,800516,2020-03-24 02:53:01,1242283249495347203
"PLEASE READ: Conditions on Rikers are unimaginably bad. My colleague has spoken to a few people trapped inside. What they told her is horrifying. Unless @NYGovCuomo, @NYCMayor, &amp; all DAs do something ASAP, we're looking at mass death. What they're reporting:",36541,16505,79290,2020-03-24 03:16:16,1242289100071342080
Blaming Trump for someone ingesting fish tank cleaner is a new level of Trump Derangement Syndrome.,98984,20238,2605661,2020-03-24 03:20:20,1242290122462126083
Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders &amp; Green New Deal. Republicans shouldn’t agree!,196568,49208,75463741,2020-03-24 03:33:07,1242293340151873536
The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,72648,14473,75463741,2020-03-24 03:43:45,1242296014633086976
"This will never be approved by me, or any other Republican! https://t.co/jWcGaS2QZC",101771,27688,75463741,2020-03-24 04:16:29,1242304251520524289
"I’m Taylor’s publicist and this is my UNEDITED original statement. Btw, when you take parts out, that’s editing. 

P.S. who did you guys piss off to leak that video? 😂😂😂 https://t.co/AtMGUp3t24 https://t.co/EjGDwAdL6O",190169,45198,85329,2020-03-24 05:09:54,1242317695401541632
"Senator McSally is right.

Congressional pay should be FULLY withheld until Americans are put before politics.

Who agrees?",71493,19933,840952,2020-03-24 05:24:55,1242321472867139584
"I am feeling sad, because this was completely avoidable. We had time to prepare. We should have taken this threat much more seriously and have been much better prepared.  

#CoronavirusPandemic https://t.co/dpRTCg8No9",51715,14464,12706043,2020-03-24 07:09:32,1242347802711052289
Who would have guessed that wouldn't be a joke two years later. https://t.co/dcGuFdMeaV,71622,39091,16393485,2020-03-24 08:02:02,1242361013091086336
"Are you self employed and need financial support for to Coronavirus? I've bashed out a rough and ready quick video briefing...
 
Feel free to share with anyone who needs. https://t.co/l7KT6EepAw",21113,14910,780152,2020-03-24 09:39:33,1242385553452150785
"On a lighter note if anyone wants tips on surviving quarantine or a lock down I have months of experience at my disposal, perhaps a blog is in order.",102626,15989,3181188,2020-03-24 09:45:46,1242387120477650949
"The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!",66516,14514,75463802,2020-03-24 10:14:36,1242394374224392192
"Underway - Steaming to Assist!
#USNSMercy departs Naval Base San Diego in support of the nation's #COVID19 response efforts. 
Read More: https://t.co/a748GKDGHO https://t.co/7PXEkEr7aM",35588,11048,1304341,2020-03-24 10:18:45,1242395422531993601
"Alan, there’s nothing deceitful about wanting the people to get the protections they deserve &amp; making sure funds are being spent on what they really need.

People don’t want another P50M kaldero.🙅🏻‍♀

https://t.co/aP1tYtJyZ0",60982,16464,163890,2020-03-24 11:24:31,1242411971422511106
Growth is saying “Ok” when you know you got a paragraph in you.,270480,70845,9610,2020-03-24 11:42:00,1242416369926373379
This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,212311,45967,75463802,2020-03-24 12:04:25,1242422012682919937
"After his telephone talks with IOC President Bach, PM Abe spoke to the press and explained that the two have agreed that the Tokyo Olympic Games would not be cancelled, and the games will be held by the summer of 2021. https://t.co/ihe8To2g3R",27644,9467,233351,2020-03-24 12:29:18,1242428276464812033
"Never give in to blackmail. Pelosi, Schumer et al. are running an extortion racket. Americans are suffering. By holding up this legislation they’re showing their true colors.",74506,21785,3221370,2020-03-24 12:39:37,1242430872869113857
"There have been days over the past 3 yrs when I thought this country could sink no lower. But seeing not just Trump, but a sizable swathe of business &amp; political leaders attempt to walk this country in to catastrophic human suffering for the sake of the stock market is the nadir.",49945,12555,180440,2020-03-24 12:41:51,1242431431764316162
"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!",193407,41045,75463802,2020-03-24 12:45:18,1242432301885198337
"Jeffree Star and I will pick The $30,000 winner in about 24 hours!  I'm going to do a New Giveaway Soon (WATCH!) to celebrate Jeffree and My New Teammates (formerly called ""followers""). GOOD LUCK EVERYONE!⭐️ 👍💵❤️",269739,61608,3078475,2020-03-24 13:56:04,1242450111944409089
Awe hang in! We got a surprise for you! Announcement this week! Stay tuned! Weeeee!!!👏🏼 https://t.co/DTe4rE6IRc,98999,23151,250368,2020-03-24 14:15:21,1242454963244040192
"Our people want to return to work. They will practice Social Distancing and all else, and Seniors will be watched over protectively &amp; lovingly. We can do two things together. THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM! Congress MUST ACT NOW. We will come back strong!",277881,55414,75463802,2020-03-24 14:16:34,1242455267603877894
"I agree. Capitalism has become another word for Ruling Class Elite! When profit is at the expence of all things of true value, we gotta problem. https://t.co/7BGZmwLAEP",43010,8974,250368,2020-03-24 14:18:54,1242455857087967232
Sum of y’all ain’t distancing correctly,64181,21497,36190245,2020-03-24 14:29:51,1242458613827825664
"As the days go by, isolation can be challenging. But if we make social distancing &amp; personal hygiene a priority, we will get through this faster. We can stop #COVID19 but only if we all commit to following the rules. Be safe, be healthy!",86966,14369,13575783,2020-03-24 15:40:17,1242476337241219076
"My fellow citizens, 

THERE IS ABSOLUTELY NO NEED TO PANIC.

Essential commodities, medicines etc. would be available. Centre and various state governments will work in close coordination to ensure this.

Together, we will fight COVID-19 and create a healthier India. 

Jai Hind!",268936,71421,54475103,2020-03-24 15:40:34,1242476408896507910
"My mother is not expendable. Your mother is not expendable.

We will not put a dollar figure on human life. 

We can have a public health strategy that is consistent with an economic one.

No one should be talking about social darwinism for the sake of the stock market.",285710,73835,1458230,2020-03-24 15:43:02,1242477029083295746
"We are not willing to sacrifice 1-2% of New Yorkers.

That’s not who we are.

We will fight to save every life we can.

I am not giving up.",282697,40493,1458230,2020-03-24 15:52:29,1242479407031296000
"One of my friends has COVID-19 and is in the ICU. He's in his late 20s and not in an at-risk population. I don't know what's going on. 

This virus will come for all of us. It doesn't seem like a threat until it's *your* friends texting each other panicked. Take it seriously.",87219,20911,33765,2020-03-24 15:53:42,1242479712703787009
Everyone arguing that 1-2% of the population dying isn’t a big deal needs to identify 1 or 2 close family members or friends that they are willing to offer up to death in this moment for capitalism. Name them.,153284,40082,270067,2020-03-24 15:57:04,1242480562293653506
Please do not take medical advice from a man who looked directly at a solar eclipse.,1859407,420678,27189107,2020-03-24 16:03:12,1242482103457062913
Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home. https://t.co/ah7vva9776,227315,44438,114869840,2020-03-24 16:50:08,1242493913337913345
"Some News: 

Love Is Blind ~and~ The Circle have each been renewed for TWO more seasons! 

@iamcardib @chancetherapper &amp; @Tip are back to judge Rhythm + Flow Season 2! 

Marie Kondo and her team will set out to tidy up a small American town in the new series, Sparking Joy! https://t.co/KoC4PUkhVs",92495,10412,7425828,2020-03-24 17:00:03,1242496409825234945
Sending massive love to everyone.,182384,44354,33568105,2020-03-24 17:04:25,1242497511450951682
It has been a month since this tweet. https://t.co/19C5oY2YSg,165507,41095,4647859,2020-03-24 17:23:11,1242502232370749443
"""C'mon, keep doing this 'til you do a real one.""

These twins are training each other to be great ❤️

(via grandytwinsboxing/Instagram) https://t.co/X0mHdf3hev",203471,50383,8458954,2020-03-24 17:30:12,1242503998176784384
"Do not amplify misinformation.

If someone is consistently hyping snake-oil miracle cures, or making up stories about policies that aren't real, stop putting a camera or a mic on that person as a source for information in this crisis.

Rebut lies. Tell the truth. Cite sources.",97494,26796,9969277,2020-03-24 17:34:24,1242505054298357760
"To the frauds claiming we need to shut down society to protect the elderly WWII generation.

WWII generation: “We will die before we give up our freedom.”

This generation: We will give up every single one of freedoms, before we risk dying. 

Cowardice dressed up as nobility.",54764,17222,2048647,2020-03-24 18:04:29,1242512626594320384
You know what will revive the economy?  Suppressing and containing the virus. That’s it.,317212,50486,1381580,2020-03-24 18:09:54,1242513987780083712
The Stimulus Package is totally and only about stimulating the economy. It is NOT about tax grabs for Democrat cronies and strewing windmills all over the landscape.,56085,16429,2309133,2020-03-24 18:12:29,1242514639461572609
McDonald’s lobbied against paid sick leave in the Coronavirus relief bill. https://t.co/tFRKhrP40F,99471,30484,224407,2020-03-24 18:39:33,1242521450688458753
"In these dark and scary times, I am looking forward to a brighter future ahead. Where we can share the power of cinema together again. Excited to redate our WW84 film to August 14, 2020. I hope everyone is safe. Sending my love to you all. ❤️ https://t.co/nzPUM7uQ1n",59893,11128,2379620,2020-03-24 18:55:20,1242525424384499713
"Price transparency is so important for the people of our Country. In many ways, it will prove to be as important as healthcare itself. A great issue for both Republicans and Democrats. Hopefully it will be approved!",104147,20879,75463765,2020-03-24 19:08:11,1242528658767654912
"Our obligation, our moral imperative, is to save lives. If people are forced out of their homes too early and thousands or millions more people die because hospitals and health care providers are overwhelmed, there won't be an economy left to save.",61233,13675,4025163,2020-03-24 19:15:46,1242530564713955328
"Hi everyone, just wanted to share my thoughts given I'm currently living in Italy, the epicentre of the virus.",138737,50557,2556682,2020-03-24 19:19:05,1242531398826811393
Let me be clear: Donald Trump knew about the threat the coronavirus posed and failed to act. It’s one of the most unjustifiable failures of presidential leadership in American history. https://t.co/l8BdATZsaL,75840,25981,4647856,2020-03-24 19:30:00,1242534145865089027
"The only people I want to see on the news right now, are Dr. Faucci and @andrewcuomo. That is it.",81112,10986,1347823,2020-03-24 19:33:45,1242535089894051841
"2004: don’t eat French fries or else you hate America 

2008: wear a lapel pin or you don’t love your country

2016: kneel before the flag

2020: die for the economy",109126,20084,109436,2020-03-24 19:40:46,1242536855024721920
"Just so we're all clear, Trump says he won't use the Defense Protection Act to order companies to make more equipment to save lives because he ""doesn’t want to interfere in the free market.""

Explain to me how bailing out corporations isn't interfering in the free market?",103703,32659,826133,2020-03-24 19:48:38,1242538837118562304
"If you need a wake-up call, here it is: My husband was on a large conference call of American med school deans last night. One asked about legal coverage for pulling people off ventilators to give to others more likely to survive. I.e., not being charged with murder. Here we are.",37827,15326,28750,2020-03-24 19:57:26,1242541050918469639
"i miss making things 
can’t wait to get back to work
but for now 
let’s stay inside pls https://t.co/MbvGeq6KBY",191123,37964,72489590,2020-03-24 20:36:01,1242550758987292673
"john mayer is one of the funniest humans alive, consistently https://t.co/4bFgTMbs3Z",166261,16977,12532656,2020-03-24 22:10:38,1242574573746323456
.@BTS_twt are happy with all that they've achieved ... but a Grammy nomination would be nice. 😂 https://t.co/lemg3W0DCK #BTSArmy https://t.co/7Er0SxWjXu,49323,16044,269313,2020-03-24 22:15:16,1242575738248847360
"Trump wants to open up the nation by Easter because he clearly observes Christian holidays. For example, he gave up your grandparents for Lent.",245003,51256,601228,2020-03-24 22:50:09,1242584515253600259
"I can't speak for House, obviously - no one's written clever words for me to say - but I'm pretty sure he'd tell you it's not a matter of 'solving' Covid.  This is an epidemic, not a diagnostic problem.  We solve it together by staying apart.",197506,43465,1474940,2020-03-24 22:59:09,1242586780873953281
"Roommates getting on each other’s nerves confined to the house.

Little Man is not playing around... https://t.co/0DbMeDbiaC",72656,12785,615496,2020-03-24 23:00:13,1242587049212903427
"I wrote about my family’s experience over the past two weeks as my husband has been seriously sickened by the coronavirus. This was not easy to write,  but I had to: https://t.co/flNUY63O6v",22660,9251,14065,2020-03-24 23:13:43,1242590447773593600
"When the time is right, everything will fall into its place 🙏🏻 https://t.co/zapqSh3Z3b",84243,47456,154345,2020-03-24 23:20:41,1242592201395355648
"Let me be very clear: No one is expendable. No matter your age, race, gender, religion, ethnicity, sexual orientation, or disability.

No life is worth losing to add one more point to the Dow.",273679,52786,4647859,2020-03-25 00:10:00,1242604610319192065
"As a consumer protection attorney who fought big banks, I know to read the fine print—so that’s what I did when the President said he was invoking the Defense Production Act. Turns out the Administration never finalized the rules for ordering emergency medical supplies. (1/2)",67946,24391,427081,2020-03-25 00:33:42,1242610573877092355
"If it’s a radical notion that people’s lives are more important than corporate bailouts, call me radical.",98135,17229,602641,2020-03-25 00:35:07,1242610930757898244
"i got bored in quarantine and made a song &amp; a homemade music video.

TOKYO DRIFT FREESTYLE 💨💨💨™️ https://t.co/T3yfIxnWFZ",121741,43185,1901858,2020-03-25 00:36:55,1242611384694616065
"Sorry to say this, but it's not the virus that will kill us. It's red tape &amp; the lack of sense of urgency that will kill us. Ang tagal i-acredit ng DOH ang mga testing centers at importation of kits. We need to move around the clock. Maraming magugutom pag hindi natin mahinto ito",42210,11951,40956,2020-03-25 00:54:32,1242615816773750786
"#BolsonaroGenocida 
 a c a b o u https://t.co/K2CoBOHSqD",48845,13313,452678,2020-03-25 01:23:25,1242623089235689480
Joe Biden: “No life is worth losing to add one more point to the Dow.”,59164,10891,409068,2020-03-25 01:38:41,1242626927548141569
Ms.Corona made me do it 🤍🗻 https://t.co/PMfVcXwdoi,241763,20732,4578942,2020-03-25 01:39:27,1242627121861672960
FDNY EMS paramedic Christell Cadet ― who shared her coronavirus struggle with the world last week from her hospital bed ― is now unable to breathe comfortably on her own and has been hooked up to a ventilator. She is 34. https://t.co/r0pfrbfTzh,25452,13987,702341,2020-03-25 02:25:15,1242638648761126913
"Mayor of New Orleans told me tonight that OVER HALF of EMS personnel in her city are under quarantine. In NYC, sick callouts of NYPD are 2700-2800.  Getting closer to 10% of force.  To state the obvious, these numbers matter...",22494,9160,275470,2020-03-25 03:00:58,1242647637012221953
This is the funniest image I’ve ever seen https://t.co/qna1qNTwNB,291258,57668,66408,2020-03-25 05:05:50,1242679061018705920
"An emotional Karl-Anthony Towns revealing that his mother, diagnosed with the coronavirus, is in a coma and connected to a ventilator. He’s clearly trying to further alert the public to the seriousness of the pandemic. https://t.co/NOP2b35J8H",77804,18873,4044158,2020-03-25 05:22:55,1242683361149235200
"Karl-Anthony Towns sends a heartfelt message urging everyone to take the coronavirus seriously after his mom was hospitalized and put in a medically induced coma.

Wishing KAT and his family the best 🙏

(via @KarlTowns) https://t.co/5Mf6M5w7Ce",49265,12449,8458949,2020-03-25 05:29:27,1242685004645191680
"At last, we have a deal.
 
After days of intense discussions, the Senate has reached a bipartisan agreement on a historic relief package for this pandemic. 

We’re going to pass this legislation later today.",48558,10975,1467682,2020-03-25 05:51:59,1242690673800855552
"❌🙅🏻‍♂️ Please DO NOT spray alcohol on your face masks and reuse them!! 🙅🏻‍♀️❌

See what happens when you do 😮 https://t.co/V2sQCrJ4Wz",60712,41936,82463,2020-03-25 06:18:20,1242697305003667456
"Total confirmed U.S. coronavirus cases at end of each Tuesday:
• Jan. 14  — 0
• Jan. 21  — 1
• Jan. 28 — 5
• Feb. 4   — 11
• Feb. 11  — 14
• Feb. 18 — 25
• Feb. 25 — 59
• Mar. 3   — 125
• Mar. 10  — 1,004
• Mar. 17  — 5,902
• Mar. 24 — 53,478

https://t.co/74QzWYbn1p https://t.co/ydxp3iyXGp",14672,9923,24525,2020-03-25 06:31:31,1242700623704817664
"Anyone who knows me, knows that performing has always been my favorite part of working in music.
 
However, during times like these, the safety and protection of touring crew, fans, and everyone else around the world is an immediate priority. https://t.co/RgRPP17rb6",235651,41022,34151099,2020-03-25 07:03:38,1242708704966795265
"For obvious reasons, the upcoming tour in the UK and Europe will be rescheduled to 2021. Tickets already purchased will be valid for these shows. In the meantime, we will be closely monitoring the situation around the world and will continue updating you in the months to come.",125090,19111,34151099,2020-03-25 07:03:38,1242708707034542082
"For the safety of yourself and others, please self-isolate. We’re all in this together.
 
I can’t wait to see you out on the road as soon as it’s safe to do so. Until then, treat people with kindness.
 
H",165513,39360,34151099,2020-03-25 07:03:39,1242708707965689856
"During lockdown, while many other artists are doing mini-concerts from their homes, I thought I’d do you all a favour and not.",540313,58054,1941856,2020-03-25 09:54:55,1242751811594878976
I been praying to God my whole life... praying works 🙏🏾,42365,10751,14591967,2020-03-25 09:57:26,1242752443076636673
"Shocking that while the world is grappling with Coronavirus, the ISiS terrorists in Kabul entered today a Gurdwara and shot dead 25 Sikhs calling them Kafirs fit for elimination. Will any Mosque in India pass a resolution condemning it and call it unIslamic? Will Congi? Lutyens?",57892,19906,8658684,2020-03-25 10:35:14,1242761956756348929
HOPE EVERYONE IS STAYING SAFE. TIMES ARE EXTREMELY TOUGH AND I AM CERTAIN THERE ARE PEOPLE WITH NO MONEY TO STOCK UP ON SURVIVAL ESSENTIALS . WILL BE GIVING OUT 10 MILLION NAIRA TO THIS CAUSE. KINDLY DROP YOUR ACCOUNT DETAILS,60851,16876,927096,2020-03-25 10:56:18,1242767257408811008
IT TAKES 2 SECONDS TO SHARE! Police say 4-year-old Christiana Kennedy was last seen Tuesday night in the Chillum area of Prince George's County. Anyone with information is asked to contact police. https://t.co/YhWw12CY98 https://t.co/vJRq9iA1pU,4842,15114,297734,2020-03-25 11:03:54,1242769170992939008
"This is really great news! I am so happy I can barely speak. He may have been a terrible presidential candidate and an even worse U.S. Senator, but he is a RINO, and I like him a lot! https://t.co/42zpWW9vzy",158771,30015,75463765,2020-03-25 11:36:48,1242777450662244352
The Democrat’s Best &amp; Finest! https://t.co/xAmbP1Nnm0,110299,30606,75463788,2020-03-25 12:14:57,1242787050337832961
It is inspiring to see the American spirit come alive through acts of kindness. Americans young &amp; old are unifying around their commitment to keeping their community &amp; country safe. I want to take a moment to thank those who are going above &amp; beyond to help those in need.,100844,18190,13575782,2020-03-25 13:17:30,1242802790528942080
Of course @twitter is up to their usual nonsense silencing voices that are effective at destroying their narrative. His crime... reposting a pic that was already all over twitter and in mainstream publications! #FreeJamesWoods https://t.co/8HWRPbpU6x,30012,12627,4697941,2020-03-25 13:26:06,1242804956186521600
"I am aware of how difficult it is for the public to get a hospital bed in this tragic time. I am prepared to give my 60,000 square foot 4 story building which is  due to be a wedding hall and retail outlet to the @NHSuk to help people affected by the coronavirus. Pls keep safe. https://t.co/MSpaEwPFuw",93648,16064,2156190,2020-03-25 13:26:10,1242804973534150657
.@McDonalds give your workers paid sick leave. https://t.co/2YmWpvCLY4,397249,62071,11601235,2020-03-25 13:38:03,1242807964156788738
"Did you know:

Harvard has a 40.9 BILLION dollar endowment—the largest in America

Yet it just laid off at least 275 dining hall workers to “cut costs”

Wait—they once paid Elizabeth Warren $400k to teach ONE class but they can’t provide paid sick leave to low wage workers?

🤔",59888,24392,1739615,2020-03-25 14:37:34,1242822940137160705
"Just reported that the United States has done far more “testing” than any other nation, by far! In fact, over an eight day span, the United States now does more testing than what South Korea (which has been a very successful tester) does over an eight week span. Great job!",195685,35383,75463788,2020-03-25 14:44:17,1242824631230308353
"The four hospitals that we (FEMA) are building in NYC at the Javits Convention Center are moving along very well, ahead of schedule. Many additional ventilators also delivered. Good conversation with Governor Cuomo!",99966,19600,75463788,2020-03-25 14:49:56,1242826052310794240
I’ve finally seen a TikTok funny enough for me to download the app. https://t.co/jgKwoNMS8x,86369,17856,191966,2020-03-25 14:53:51,1242827041336111104
"Congratulations to Prime Minister Abe of Japan, and the IOC, on their very wise decision to present the Olympics in 2021. It will be a great success, and I look forward to being there!",176847,26607,75463788,2020-03-25 14:54:47,1242827275080531969
This isn’t true; and there are few things more dangerous than a president or top official saying something like this to a scared public. Most people still can’t get tests. https://t.co/3RA7JKTiRL,57967,20755,1269176,2020-03-25 15:13:34,1242831999859077124
Fox News is very concerned that this presidential candidate's brain isn't working https://t.co/VGfUgG0tE3,87794,37863,8458713,2020-03-25 15:30:47,1242836333871202305
"Thank you to the medical professionals, grocery store employees, delivery drivers, pharmacy workers, mail carriers, firefighters, police, nursing home employees, and everyone else who is working to save lives and keep us all going right now. 

Thank you, thank you, thank you.",172485,28924,27189115,2020-03-25 15:41:17,1242838976765059074
Today is National #MedalofHonorDay. Join me in a #MomentofHonor to remember those who have earned our Nation's highest award for valor in combat. The Nation is eternally grateful to these patriots who so valiantly fought for America’s values and the American way of life! https://t.co/T5JAobQ7K6,74408,18755,75463788,2020-03-25 15:45:36,1242840063303659527
Day 10 of self-imposed quarantine...🤷🏼‍♂️😼 https://t.co/BxKY9Quanm,62858,9989,529474,2020-03-25 16:08:40,1242845868429991936
I'm feelin like Will... https://t.co/RV4K3oKX7H,109901,42098,359759,2020-03-25 16:10:39,1242846368814837760
"I'm so disgusted I can barely type. These locusts who spent 3 1/2 years, lying and colluding, in an attempt to oust our President, just gave themselves a $25,000,000 raise, after holding American workers hostage, in the stimulus bill. You get $1200, they get $25,000,000! 🤮😡 https://t.co/CkF0SeGVWa",11848,9290,105814,2020-03-25 16:37:56,1242853234529591296
"This coming Monday, we're bringing people together to keep them apart.

 HomeFest: @JKCorden’s Late Late Show Special will feature @billieeilish @finneas @AndreaBocelli @davidblaine @bts_bighit @DUALIPA @johnlegend #WillFerrell &amp; more!

Watch #HomeFest Monday at 10pm on @CBS https://t.co/6GZD4pAGpr",230239,72373,1153867,2020-03-25 16:49:24,1242856119057301507
"Monday. Join us for #Homefest @billieeilish and @finneas sing in their living room. @BTS_twt perform from home in South Korea.@johnlegend at home in LA.@DUALIPA with a new intimate performance. @AndreaBocelli from Tuscany. David Blaine, Will Ferrell and so much more @CBS 10pm x https://t.co/e3eGF3du2K",107545,39665,10781741,2020-03-25 17:09:12,1242861102016282624
"heads up LA: Cops are starting to pull people over as spot checks to see where you're going/coming from. If it's considered nonessential, they will give you a $400 ticket. Just happened to a friend of my coworker's coming back from her boyfriend's place.",56755,13497,21702,2020-03-25 17:25:43,1242865259355897856
"The final Stimulus bill includes $25,000,000 for The Kennedy Center for the Performing Arts

It also has $75,000,000 for PBS &amp; NPR

This is government at its worst.

How many ventilators could that money buy?

How many masks could that buy?

How many lives could that save?

🤔",46067,21080,1739615,2020-03-25 18:05:03,1242875155283468288
"BREAKING:

The US Department of Justice has weighed in on a Connecticut lawsuit over transgender athletes

The DOJ’s position—Don’t treat trans athletes as girls.

There are only 2 genders

RT if they should ban all trans athletes from competing in high school &amp; collegiate sports",18151,10823,1739615,2020-03-25 18:32:00,1242881936894218240
BREAKING: Moscow Mitch plans on sending Senators home for the next 26 days. Over 100 Americans are dying every day. No Senators should be leaving DC. They should be working around the clock. This is one of the largest crises in American history. They all need to act like it.,41018,13599,606367,2020-03-25 18:44:51,1242885174247010304
